,brand,color,color_group,gearbox,drive,fuel_type,city,city_group,base_model,car_class,mileage,power_1,power_2,model_popularity,age,generation,is_new,is_restyling,is_pro,is_max,is_premium,price
0,Haval,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,H3,SUV,12 000,1.5,177,4,1.0,1,False,0,0,0,0,2320000.0
1,Chery,серый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,52 460,1.5,113,270,1.0,1,False,0,1,0,0,1490000.0
2,Haval,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,H3,SUV,6 308,1.5,177,4,1.0,1,False,0,0,0,0,2650000.0
3,Geely,синий,Холодные,робот,передний,Бензин,Балашиха,Московская область,Okavango,Other,17 169,2.0,200,7,2.0,1,False,1,0,0,0,2980000.0
4,Chery,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,22 000,1.5,147,270,3.0,1,False,1,0,0,0,1500000.0
5,Chery,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,52 178,1.5,147,270,3.0,1,False,1,0,0,0,1600000.0
6,Chery,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,5 900,2.0,197,270,2.0,1,False,0,1,1,0,2080000.0
7,Chery,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,10 900,1.6,150,270,2.0,1,False,0,1,1,0,1750000.0
8,Haval,белый,Нейтральные,автомат,полный,Бензин,Москва,Москва,H9,SUV,4 500,2.0,218,10,1.0,2,False,0,0,0,0,3850000.0
9,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Atlas,SUV,1 071,2.0,200,132,2.0,2,False,0,0,0,0,2790000.0
10,Haval,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,F7x,Luxury SUV,76 997,2.0,190,6,4.0,1,False,0,0,0,0,1750000.0
11,Haval,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7,Luxury SUV,140 000,2.0,190,21,3.0,1,False,1,0,0,0,2000000.0
12,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,48,2.0,238,319,0.0,1,False,1,0,0,1,3580000.0
13,Geely,белый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Atlas,SUV,21 554,2.0,200,132,1.0,2,False,0,0,0,0,2877000.0
14,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,11 174,1.5,113,270,2.0,1,False,0,1,0,0,1500000.0
15,Chery,чёрный,Нейтральные,вариатор,передний,Бензин,Ржавки,Города-спутники,Tiggo,Other,100 000,1.5,147,270,4.0,1,False,0,1,0,0,1109900.0
16,Chery,красный,Тёплые,робот,передний,Бензин,Москва,Москва,Tiggo,Other,78 000,1.5,147,270,5.0,1,False,1,0,0,0,1045000.0
17,Haval,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jolion,Crossover,267 803,1.5,143,32,3.0,1,False,0,0,0,0,1699000.0
18,Haval,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,F7,Luxury SUV,4 297,2.0,192,21,1.0,2,False,0,0,0,0,2559000.0
19,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,33 700,2.0,238,319,2.0,1,False,0,0,0,1,3200000.0
20,Chery,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Tiggo,Other,139 000,2.0,136,270,16.0,1,False,0,0,0,0,529000.0
21,Haval,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7x,Luxury SUV,53 000,2.0,190,6,4.0,1,False,0,0,0,0,2400000.0
22,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,36 118,1.5,147,270,3.0,1,False,0,1,0,0,1390000.0
23,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3588888.0
24,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,126 326,1.5,156,270,5.0,1,False,0,0,0,0,1535000.0
25,Haval,голубой,Холодные,робот,полный,Бензин,Москва,Москва,Jolion,Crossover,6 000,1.5,150,32,4.0,1,False,0,0,0,0,1750000.0
26,Chery,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,8 400,1.6,150,270,1.0,1,False,0,1,1,0,1800000.0
27,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,3 800,1.6,150,270,1.0,1,False,1,1,1,0,1990000.0
28,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,H6 Coupe,SUV,113 000,2.0,190,2,7.0,1,False,0,0,0,0,1100000.0
29,Chery,белый,Нейтральные,автомат,передний,Гибрид,Москва,Москва,Tiggo,Other,16 200,1.5,235,270,2.0,1,False,0,1,0,0,2250000.0
30,Geely,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,Atlas,SUV,37 000,1.5,177,132,2.0,1,False,0,1,0,0,1850000.0
31,Haval,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7,Luxury SUV,24 962,2.0,190,21,3.0,1,False,1,0,0,0,1650000.0
32,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,H6 Coupe,SUV,113 000,2.0,190,2,7.0,1,False,0,0,0,0,1100000.0
33,Geely,серебристый,Нейтральные,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,59 000,2.4,149,132,7.0,1,False,0,0,0,0,1150000.0
34,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,63 000,1.6,186,19,2.0,1,False,0,0,0,0,1980000.0
35,Haval,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Dargo,Crossover,1 000,2.0,192,5,2.0,1,False,0,0,0,0,2890000.0
36,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,56 538,1.5,113,270,2.0,1,False,0,1,0,0,940000.0
37,Geely,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,Atlas,SUV,372,1.5,177,132,1.0,1,False,0,1,0,0,2500000.0
38,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Okavango,Other,3 663,2.0,200,7,2.0,1,False,1,0,0,0,2865000.0
39,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Preface,Sedan,9 685,1.5,181,21,1.0,1,False,1,0,0,0,2550000.0
40,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Atlas,SUV,49 600,2.4,149,132,4.0,1,False,0,0,0,0,1550000.0
41,Haval,серый,Нейтральные,автомат,полный,Дизель,Москва,Москва,H9,SUV,897,2.4,184,10,1.0,2,False,0,0,0,0,4465000.0
42,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,38 000,1.5,147,270,1.0,1,False,0,1,1,0,1500000.0
43,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,33,1.5,147,61,1.0,1,False,0,0,0,0,2500000.0
44,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,116 052,1.5,113,270,2.0,1,False,0,1,0,0,881600.0
45,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Preface,Sedan,9 685,1.5,181,21,1.0,1,False,1,0,0,0,2550000.0
46,Haval,белый,Нейтральные,автомат,полный,Дизель,Москва,Москва,H5,SUV,95,2.0,163,7,1.0,2,False,0,0,0,0,3390000.0
47,Geely,белый,Нейтральные,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,104 693,1.5,177,132,3.0,1,False,0,1,0,0,1349000.0
48,Chery,серый,Нейтральные,автомат,передний,Гибрид,Москва,Москва,Tiggo e+,Other,39 193,1.5,235,3,2.0,1,False,0,1,0,0,2540000.0
49,Geely,синий,Холодные,робот,передний,Бензин,Москва,Москва,Okavango,Other,13 375,2.0,200,7,2.0,1,False,1,0,0,0,2899000.0
50,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,99 667,1.5,113,270,3.0,1,False,1,0,0,0,990000.0
51,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,56 000,1.6,186,270,4.0,1,False,0,1,0,0,1600000.0
52,Geely,белый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Tugella,Other,40 000,2.0,238,3,3.0,1,False,1,0,0,0,2400000.0
53,Haval,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Dargo,Crossover,161 329,2.0,192,5,3.0,1,False,0,0,0,0,1735100.0
54,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,864,1.6,186,19,2.0,1,False,0,0,0,0,2530000.0
55,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Preface,Sedan,23,1.5,181,21,1.0,1,False,1,0,0,0,2750000.0
56,Haval,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,F7,Luxury SUV,5 000,1.5,150,21,2.0,1,False,1,0,0,0,1799000.0
57,Haval,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,Dargo,Crossover,2 919,2.0,192,5,1.0,1,False,0,0,0,0,2900000.0
58,Geely,чёрный,Нейтральные,автомат,передний,Бензин,Москва,Москва,Xingyue,SUV,83 000,2.0,238,1,6.0,1,False,0,0,0,1,2800000.0
59,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Yuancheng FX,Other,14,1.8,184,2,2.0,1,False,0,0,0,0,2220000.0
60,Haval,чёрный,Нейтральные,автомат,полный,Дизель,Москва,Москва,H9,SUV,331,2.4,184,10,1.0,2,False,0,0,0,0,4599900.0
61,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,7 500,1.5,147,270,1.0,1,False,1,1,0,0,1899000.0
62,Geely,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,Atlas,SUV,13 300,1.5,177,132,3.0,1,False,0,1,0,0,2110000.0
63,Haval,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,H5,SUV,10,2.0,218,7,2.0,2,False,0,0,0,0,3137000.0
64,Haval,чёрный,Нейтральные,автомат,полный,Дизель,Москва,Москва,H5,SUV,4 421,2.0,150,7,1.0,2,False,0,0,0,0,3199000.0
65,Chery,красный,Тёплые,механика,передний,Бензин,Москва,Москва,QQ6,City Car,150 000,1.3,83,1,16.0,1,False,0,0,0,0,155000.0
66,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,27 000,1.5,150,124,1.0,1,False,0,0,0,0,2277000.0
67,Chery,жёлтый,Тёплые,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,10 000,1.5,113,270,2.0,1,False,0,1,0,0,1064000.0
68,Chery,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,5,1.6,150,270,1.0,1,False,1,1,1,0,2350000.0
69,Geely,красный,Тёплые,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,96 170,1.5,150,124,5.0,1,False,0,0,0,0,1550000.0
70,Chery,чёрный,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,41 541,1.5,113,270,2.0,1,False,0,1,0,0,1530000.0
71,Geely,синий,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,19 000,2.0,238,319,2.0,1,False,0,0,0,1,3400000.0
72,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,28 625,1.5,147,124,2.0,1,False,1,0,0,0,2055000.0
73,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Раздоры,Города-спутники,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3700000.0
74,Haval,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7,Luxury SUV,36 100,2.0,190,21,4.0,1,False,0,0,0,0,2050000.0
75,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,648,1.5,147,61,1.0,1,False,0,0,0,0,2580000.0
76,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Preface,Sedan,656,2.0,200,21,1.0,1,False,0,0,0,0,2750000.0
77,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Atlas,SUV,1 600,2.0,200,132,1.0,2,False,0,0,0,0,3300000.0
78,Haval,серый,Нейтральные,автомат,полный,Дизель,Москва,Москва,H9,SUV,897,2.4,184,10,1.0,2,False,0,0,0,0,4465000.0
79,Chery,серый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,38 483,1.5,113,270,1.0,1,False,1,1,0,0,1339000.0
80,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Amulet,Sedan,180 000,1.6,88,1,18.0,1,False,0,0,0,0,150000.0
81,Chery,серебристый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,68 000,2.0,122,270,4.0,1,False,1,0,0,0,1400000.0
82,Haval,чёрный,Нейтральные,автомат,полный,Дизель,Москва,Москва,H5,SUV,30,2.0,163,7,1.0,2,False,0,0,0,0,3150000.0
83,Geely,серебристый,Нейтральные,робот,передний,Бензин,Москва,Москва,Preface,Sedan,19 680,2.0,190,21,4.0,1,False,0,0,0,0,2100000.0
84,Geely,синий,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,180,2.0,238,319,2.0,1,False,0,0,0,1,3310000.0
85,Haval,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7,Luxury SUV,102 205,1.5,150,21,4.0,1,False,0,0,0,0,1635000.0
86,Chery,красный,Тёплые,механика,передний,Бензин,Москва,Москва,M11,Other,95 800,1.6,117,1,13.0,1,False,0,0,0,0,475000.0
87,Haval,белый,Нейтральные,автомат,полный,Дизель,Москва,Москва,H9,SUV,162 654,2.0,190,10,4.0,1,False,1,0,0,0,2219000.0
88,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,864,1.6,186,19,2.0,1,False,0,0,0,0,2530000.0
89,Chery,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,15 894,1.5,147,270,1.0,1,False,1,0,0,0,2090000.0
90,Geely,серебристый,Нейтральные,робот,передний,Бензин,Москва,Москва,Preface,Sedan,19 680,2.0,190,21,4.0,1,False,0,0,0,0,2100000.0
91,Geely,синий,Холодные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,21 989,1.5,150,124,2.0,1,False,0,0,0,0,1930000.0
92,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Atlas,SUV,20 916,2.0,200,132,2.0,2,False,0,0,0,0,2763000.0
93,Geely,серебристый,Нейтральные,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,58 297,2.4,149,132,4.0,1,False,0,0,0,0,1790000.0
94,Haval,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7,Luxury SUV,29 000,2.0,190,21,3.0,1,False,0,0,0,0,2090000.0
95,Chery,серый,Нейтральные,автомат,передний,Гибрид,Москва,Москва,Tiggo e+,Other,11 250,1.5,235,3,2.0,1,False,0,1,0,0,2690000.0
96,Haval,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7x,Luxury SUV,26 000,1.5,150,6,4.0,1,False,0,0,0,0,2075000.0
97,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,36 328,1.5,147,270,2.0,1,False,0,1,0,0,1650000.0
98,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,49 000,1.6,150,19,1.0,1,False,0,0,0,0,2200000.0
99,Chery,серебристый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,5 600,1.5,147,270,1.0,1,False,1,1,0,0,1850000.0
100,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,5 053,1.5,147,270,2.0,1,False,1,1,0,0,1930000.0
101,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,9 461,1.5,174,124,2.0,1,False,1,0,0,0,2550000.0
102,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,49 710,1.5,150,124,2.0,1,False,0,0,0,0,1889000.0
103,Chery,голубой,Холодные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,23 000,1.6,186,19,2.0,1,False,0,0,0,0,2500000.0
104,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,19 800,1.5,147,124,2.0,1,False,1,0,0,0,2099000.0
105,Haval,синий,Холодные,робот,передний,Бензин,Москва,Москва,Jolion,Crossover,75 128,1.5,143,32,3.0,1,False,0,0,0,0,1610000.0
106,Haval,коричневый,Экзотические,автомат,передний,Бензин,Москва,Москва,H2,Other,96 000,1.5,150,3,6.0,1,False,0,0,0,0,1490000.0
107,Geely,серый,Нейтральные,автомат,передний,Гибрид,Москва,Москва,Monjaro Hi-F,Crossover,16 000,1.5,245,1,3.0,1,False,0,0,0,1,3100000.0
108,Geely,белый,Нейтральные,автомат,передний,Бензин,Москва,Москва,Emgrand,Sedan,3 072,1.5,122,31,2.0,2,False,0,0,0,0,1700000.0
109,Haval,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,F7x,Luxury SUV,42 000,2.0,190,6,2.0,1,False,1,0,0,0,2390000.0
110,Geely,серый,Нейтральные,механика,передний,Бензин,Москва,Москва,Atlas,SUV,63 976,2.0,139,132,5.0,1,False,0,0,0,0,1550000.0
111,Haval,белый,Нейтральные,автомат,полный,Дизель,Москва,Москва,H5,SUV,95,2.0,163,7,1.0,2,False,0,0,0,0,3390000.0
112,Haval,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,Jolion,Crossover,21 000,1.5,150,32,2.0,1,False,0,0,0,0,1950000.0
113,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Okavango,Other,3 663,2.0,200,7,2.0,1,False,1,0,0,0,2865000.0
114,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Atlas,SUV,83 000,2.4,149,132,5.0,1,False,0,0,0,0,1395000.0
115,Haval,коричневый,Экзотические,автомат,передний,Бензин,Москва,Москва,H2,Other,96 000,1.5,150,3,6.0,1,False,0,0,0,0,1490000.0
116,Geely,белый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,17 230,2.0,238,319,2.0,1,False,0,0,0,1,3550000.0
117,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Atlas,SUV,152 000,2.4,149,132,7.0,1,False,0,0,0,0,1350000.0
118,Geely,синий,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,43 000,2.0,238,319,2.0,1,False,0,0,0,1,3190000.0
119,Haval,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,F7,Luxury SUV,38 000,1.5,150,21,4.0,1,False,0,0,0,0,1689800.0
120,Chery,Ultra Black,Нейтральные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,0,1.6,150,19,1.0,1,True,0,0,0,0,2897725.0
121,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,30 753,1.5,177,124,2.0,1,False,0,0,0,0,1950000.0
122,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,Jolion,Crossover,11 562,1.5,143,32,1.0,1,False,1,0,0,0,2000000.0
123,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Tugella,Other,25 233,2.0,238,3,3.0,1,False,1,0,0,0,3350000.0
124,Geely,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,Atlas,SUV,120 000,1.5,177,132,4.0,1,False,0,1,0,0,1750000.0
125,Haval,серый,Нейтральные,робот,полный,Бензин,Москва,Москва,Jolion,Crossover,49 193,1.5,150,32,1.0,1,False,0,0,0,0,1990000.0
126,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,70 791,1.5,150,124,2.0,1,False,0,0,0,0,1830000.0
127,Haval,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jolion,Crossover,17 737,1.5,143,32,2.0,1,False,0,0,0,0,1740000.0
128,Haval,чёрный,Нейтральные,автомат,полный,Дизель,Москва,Москва,H9,SUV,8 561,2.4,184,10,1.0,2,False,0,0,0,0,4155000.0
129,Haval,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,H5,SUV,10,2.0,218,7,2.0,2,False,0,0,0,0,3137000.0
130,Haval,белый,Нейтральные,механика,полный,Бензин,Москва,Москва,H5,SUV,141 437,2.0,150,7,4.0,1,False,0,0,0,0,1207000.0
131,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,33,1.5,147,61,1.0,1,False,0,0,0,0,2500000.0
132,Haval,белый,Нейтральные,робот,полный,Бензин,Москва,Москва,F7,Luxury SUV,35 500,2.0,190,21,4.0,1,False,0,0,0,0,2000000.0
133,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,38 000,1.5,147,270,1.0,1,False,0,1,1,0,1500000.0
134,Haval,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,H8,SUV,97 169,2.0,218,1,11.0,1,False,0,0,0,0,1048000.0
135,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,7 500,1.5,147,270,1.0,1,False,1,1,0,0,1899000.0
136,Chery,серебристый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,19 003,1.5,113,270,2.0,1,False,0,1,0,0,996000.0
137,Haval,белый,Нейтральные,автомат,полный,Бензин,Москва,Москва,H9,SUV,61 000,2.0,218,10,3.0,1,False,1,0,0,0,3500000.0
138,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,70,2.0,238,319,2.0,1,False,0,0,0,1,3760000.0
139,Geely,серебристый,Нейтральные,робот,полный,Бензин,Москва,Москва,Atlas,SUV,8 821,1.5,177,132,1.0,1,False,0,1,0,0,2500000.0
140,Chery,серый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,250 000,1.9,132,270,15.0,1,False,0,0,0,0,240000.0
141,Haval,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,F7,Luxury SUV,7 400,1.5,150,21,1.0,1,False,1,0,0,0,2175000.0
142,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,88 899,1.5,113,270,2.0,1,False,0,1,0,0,897000.0
143,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,53 495,1.5,147,270,3.0,1,False,0,1,0,0,1120000.0
144,Haval,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Dargo X,Crossover,16 000,2.0,192,2,2.0,1,False,0,0,0,0,2800000.0
145,Haval,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,H9,SUV,49 600,2.0,218,10,3.0,1,False,1,0,0,0,2990000.0
146,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,57,1.5,147,124,1.0,1,False,1,0,0,0,2345000.0
147,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,M6,Other,2 500,1.5,143,3,2.0,2,False,0,0,0,0,1820000.0
148,Haval,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jolion,Crossover,12 000,1.5,143,32,2.0,1,False,0,0,0,0,1950000.0
149,Geely,белый,Нейтральные,робот,передний,Бензин,Обнинск,Города-спутники,Yuancheng FX,Other,9 809,1.8,184,2,3.0,1,False,0,0,0,0,2150000.0
150,Haval,чёрный,Нейтральные,робот,полный,Бензин,Коломна (100 км от Москвы),Ближние регионы (до 200 км),H3,SUV,4 083,1.5,177,4,1.0,1,False,0,0,0,0,2800000.0
151,Haval,серый,Нейтральные,робот,передний,Бензин,Лосино-Петровский,Города-спутники,F7,Luxury SUV,5 850,1.5,150,21,1.0,2,False,0,0,0,0,2550000.0
152,Geely,белый,Нейтральные,автомат,передний,Бензин,Тимохово,Города-спутники,Atlas,SUV,113 902,1.5,177,132,3.0,1,False,0,1,0,0,1215000.0
153,Chery,жёлтый,Тёплые,вариатор,передний,Бензин,Химки,Московская область,Tiggo,Other,10 000,1.5,113,270,2.0,1,False,0,1,0,0,1064000.0
154,Geely,белый,Нейтральные,автомат,передний,Бензин,Тимохово,Города-спутники,Atlas,SUV,150 703,1.5,177,132,3.0,1,False,0,1,0,0,1180000.0
155,Chery,белый,Нейтральные,робот,передний,Бензин,Калуга (160 км от Москвы),Ближние регионы (до 200 км),Arrizo,Sedan,5 000,1.6,186,19,2.0,1,False,0,0,0,0,2650000.0
156,Haval,белый,Нейтральные,робот,передний,Бензин,Химки,Московская область,F7,Luxury SUV,39 296,1.5,150,21,2.0,1,False,1,0,0,0,2025000.0
157,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Tugella,Other,45 744,2.0,238,3,2.0,1,False,1,0,0,0,2960000.0
158,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,9 600,1.5,113,270,2.0,1,False,0,1,0,0,1550000.0
159,Geely,пурпурный,Экзотические,механика,передний,Бензин,Тверь (160 км от Москвы),Ближние регионы (до 200 км),Emgrand EC7,Sedan,200 000,1.5,98,1,11.0,1,False,0,0,0,0,275000.0
160,Chery,красный,Тёплые,робот,передний,Бензин,Дмитров,Московская область,Tiggo,Other,15 600,1.5,147,270,4.0,1,False,1,0,0,0,1400000.0
161,Chery,белый,Нейтральные,робот,передний,Бензин,Подольск,Московская область,IndiS,Other,60 000,1.3,83,1,11.0,1,False,0,0,0,0,350000.0
162,Geely,белый,Нейтральные,механика,передний,Бензин,Асерхово (160 км от Москвы),Ближние регионы (до 200 км),MK Cross,Other,170 000,1.5,94,1,13.0,1,False,0,0,0,0,280000.0
163,Chery,белый,Нейтральные,робот,передний,Бензин,Балашиха,Московская область,Tiggo,Other,20 000,1.5,147,270,2.0,1,False,0,1,0,0,1270000.0
164,Haval,серый,Нейтральные,робот,полный,Бензин,Тверь (160 км от Москвы),Ближние регионы (до 200 км),Jolion,Crossover,7 828,1.5,150,32,1.0,1,False,1,0,0,0,2250000.0
165,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Балашиха,Московская область,Monjaro,Crossover,3 000,2.0,238,319,2.0,1,False,0,0,0,1,3800000.0
166,Haval,чёрный,Нейтральные,робот,полный,Бензин,Шатура (120 км от Москвы),Прочие города,H3,SUV,16 000,1.5,177,4,1.0,1,False,0,0,0,0,2600000.0
167,Haval,белый,Нейтральные,робот,передний,Бензин,Люберцы,Московская область,F7x,Luxury SUV,167 000,1.5,150,6,3.0,1,False,1,0,0,0,1405000.0
168,Haval,чёрный,Нейтральные,робот,полный,Бензин,Тёплый Стан,Москва,F7x,Luxury SUV,140,2.0,190,6,1.0,1,False,1,0,0,0,2449000.0
169,Haval,чёрный,Нейтральные,автомат,полный,Бензин,Можайск (100 км от Москвы),Московская область,H9,SUV,24 000,2.0,218,10,2.0,1,False,1,0,0,0,3600000.0
170,Chery,жёлтый,Тёплые,вариатор,передний,Бензин,Исаково,Города-спутники,Tiggo,Other,36 186,1.5,147,270,2.0,1,False,0,1,0,0,1951425.0
171,Geely,белый,Нейтральные,робот,передний,Бензин,Видное,Московская область,Boyue Cool,Other,41 800,1.5,174,47,2.0,1,False,0,0,0,0,2250000.0
172,Chery,чёрный,Нейтральные,вариатор,передний,Бензин,Тимохово,Города-спутники,Tiggo,Other,60 910,1.5,113,270,3.0,1,False,0,1,0,0,990000.0
